,Frecuencia,Orientacion,Categoria,Tecla
2,5.843837601979527,0.7494548599439006,B,Right
41,5.667359058722639,0.9526831079543946,A,Left
44,5.910296828999558,0.7739947926567652,B,Right
32,5.7666173545929755,0.9893446941333288,A,Left
71,5.653694855551854,0.9551578370576953,A,Left
28,5.834340797971765,0.7478160821983336,B,Right
70,5.7019717710692035,0.9658294232376249,A,Left
38,5.870209375290488,0.7585898831349142,B,Right
58,5.918134103771423,0.7737055501909967,B,Right
6,5.8115821906352725,0.7417467923815982,B,Right
66,5.859574971674479,0.7543247150433855,B,Right
26,5.9245333017916115,0.7776484026620069,B,Right
73,5.809959658560955,0.7419451159949791,B,Right
24,5.649584431148944,0.9486138340960623,A,Left
73,5.6998033705558795,0.968126269998726,A,Left
78,5.703710686981115,0.9719204598572813,A,Left
63,5.6829300447773745,0.9545844719605606,A,Left
47,5.849574788798602,0.7541526677622876,B,Right
69,5.760818507503667,0.7249812655504093,B,Right
25,5.839530811391192,0.7477126242978882,B,Right
19,5.824642378262814,0.7460735001632968,B,Right
51,5.731387224085863,0.9784031657912547,A,Left
30,5.684211533913373,0.9605209494900485,A,Left
79,5.805819082333088,0.7414987500402709,B,Right
35,5.693773997766599,0.957207105361441,A,Left
78,5.785360457796802,0.732823064551976,B,Right
3,5.749110194875174,0.9804601537071005,A,Left
38,5.7284373202723415,0.9723774101757233,A,Left
7,5.71972290635258,0.9713572596471612,A,Left
21,5.701597818936404,0.9660819846777473,A,Left
69,5.655809273157654,0.9510067524186802,A,Left
68,5.8979220834916655,0.7693591181774795,B,Right
20,5.853907317049548,0.7516667012519969,B,Right
25,5.743472139585144,0.9764395467474066,A,Left
20,5.692230463108188,0.9612651823040937,A,Left
26,5.6561747065778825,0.9503839400222714,A,Left
2,5.650107210561756,0.9493212820710782,A,Left
55,5.821039014271951,0.7450571377413959,B,Right
6,5.6194034839885285,0.9434606827449205,A,Left
59,5.799905083524972,0.7373513205217317,B,Right
52,5.632578204213453,0.9406068779152517,A,Left
46,5.714113106813187,0.9700826579297304,A,Left
68,5.6839588287210585,0.9575743973966904,A,Left
61,5.825924322076094,0.7452101628340594,B,Right
4,5.674198740751264,0.9583837636888607,A,Left
53,5.642538844262956,0.942867600781682,A,Left
4,5.836378637507233,0.7500822947296149,B,Right
30,5.894304055005945,0.7657391024003476,B,Right
22,5.848485957894968,0.7523596702484123,B,Right
52,5.823787861607826,0.7440556602499372,B,Right
74,5.880312201619298,0.758995903665282,B,Right
62,5.7560506377471485,0.7225750949076465,B,Right
63,5.84288202272802,0.7520230461602532,B,Right
70,5.845237048195288,0.7545822941542932,B,Right
59,5.662934215689192,0.9529259755151915,A,Left
5,5.887437536703864,0.7619509383497515,B,Right
39,5.82136637313613,0.7414120824786864,B,Right
64,5.714392073220273,0.9680930876357027,A,Left
28,5.637512116622949,0.9496405539262806,A,Left
0,5.8238073732117,0.7452489048473808,B,Right
41,5.879917522237744,0.7669935660398355,B,Right
64,5.819636773179518,0.7472567152387433,B,Right
16,5.661992455418898,0.952155897435366,A,Left
62,5.629322065639393,0.9438542757882977,A,Left
71,5.783974968681248,0.7339681446765401,B,Right
48,5.891504397571135,0.7720172239350915,B,Right
1,5.748036106454683,0.9832353441778741,A,Left
75,5.84717208826206,0.7533099058808416,B,Right
48,5.708243829940228,0.9664410101349221,A,Left
60,5.879350927926905,0.762403207072698,B,Right
23,5.924997685784785,0.7818333810281866,B,Right
66,5.631851794442045,0.9450746455110285,A,Left
58,5.734915006703111,0.9772635174538221,A,Left
36,5.767675709811301,0.985514147596186,A,Left
10,5.903843622655496,0.7705950159750369,B,Right
45,5.658270675570631,0.9486713442200122,A,Left
72,5.809562060393722,0.7422894824850192,B,Right
24,5.900449328795496,0.7678679024506698,B,Right
43,5.68548914214862,0.9590339402525698,A,Left
7,5.8020935150097115,0.7370411743943925,B,Right
54,5.672215850652375,0.956905160279443,A,Left
3,5.89909695896826,0.7679459259522102,B,Right
14,5.862788181693779,0.7618371010462222,B,Right
54,5.856879362413322,0.7567743697997287,B,Right
27,5.746058418302205,0.7219997924668163,B,Right
15,5.685494303871707,0.9589890636480479,A,Left
31,5.694494736609636,0.9663735135996944,A,Left
50,5.905359447479509,0.7690181638842682,B,Right
67,5.719261520123923,0.9702143807680179,A,Left
72,5.675337382839474,0.955913093104159,A,Left
27,5.6387954219905545,0.9446924457342222,A,Left
51,5.954427344075048,0.7839001978630595,B,Right
44,5.675296246268072,0.9560696374524315,A,Left
13,5.695678963207311,0.9605887641175067,A,Left
60,5.788554714223055,0.9966979567410899,A,Left
50,5.709505042732986,0.9662251887584554,A,Left
40,5.683655405170742,0.9626054377728711,A,Left
47,5.684467223449355,0.9627061899090954,A,Left
13,5.867974517936222,0.7600062556044266,B,Right
37,5.672906553426503,0.9556440280664679,A,Left
65,5.686207144670002,0.9627204350002873,A,Left
