,Frecuencia,Orientacion,Categoria,Tecla
12,6.735929331051657,0.5953117144084773,B,Right
51,6.745609472424863,0.5937472489651522,B,Right
75,6.884196734587232,0.6351660914632046,B,Right
10,6.772302242264919,0.6032524081495664,B,Right
16,5.6948065162234265,0.9665098749957091,A,Left
21,5.691526023160041,0.9647356366227477,A,Left
59,5.673881529545614,0.9571813651172519,A,Left
47,6.782764166084012,0.6037734239860174,B,Right
0,6.7883460483456455,0.6104509644830866,B,Right
19,6.766914070657581,0.608482036386333,B,Right
65,5.7133732119546154,0.9687876930550072,A,Left
45,6.763579364645941,0.6000217931373057,B,Right
30,5.67233890677969,0.9521841943515675,A,Left
43,5.720685944466677,0.9693683103590458,A,Left
76,6.767425426440865,0.6005412435734953,B,Right
46,5.688261650500616,0.9656444650649414,A,Left
15,5.6832643937305765,0.9609368472579665,A,Left
52,6.7979814322410075,0.6140999147623621,B,Right
32,5.691719755451447,0.9619702457791586,A,Left
33,5.646701271396283,0.9506465057982043,A,Left
45,5.787664661023475,0.9923871825870179,A,Left
10,5.685694450493324,0.9624304636008788,A,Left
78,6.833866935209983,0.6214698241212758,B,Right
47,5.7283559077076776,0.9773688075726639,A,Left
5,5.709791782190971,0.969602421949803,A,Left
40,6.795612857901347,0.6087204063091757,B,Right
78,5.701620875239273,0.9633576716029943,A,Left
61,6.765720589179031,0.599757757600701,B,Right
67,6.723050059931733,0.583132061053001,B,Right
36,6.745806077447677,0.5937448511780163,B,Right
24,6.798666330501388,0.6099911472708011,B,Right
39,6.755166095532704,0.6053133410239223,B,Right
41,6.725658692119731,0.5927950802275476,B,Right
34,5.666005324718844,0.9598432622521347,A,Left
63,5.739946450759314,0.9772742713299538,A,Left
12,5.74322937326005,0.9774727879055057,A,Left
1,6.810510815231208,0.6184683529352707,B,Right
37,6.784975817484269,0.6082430368478909,B,Right
74,6.805739405994293,0.6147255195853751,B,Right
71,5.746994002580879,0.9786721993084186,A,Left
77,6.808241914317929,0.6128450023066769,B,Right
20,5.672111210852205,0.9593685155662598,A,Left
30,6.801185749327854,0.6081758299046266,B,Right
8,6.789288663682489,0.6066781759081199,B,Right
62,5.68856758606469,0.9635211844564887,A,Left
3,5.755901905063478,0.9821799721892525,A,Left
69,6.7699956217568955,0.6024219391144755,B,Right
13,5.7457487891228345,0.9772999905916241,A,Left
54,6.8662700542680675,0.6375631151448388,B,Right
66,5.720152493523013,0.9717984742171825,A,Left
34,6.81066439651138,0.614558594577175,B,Right
29,5.709100443402309,0.9656210325403723,A,Left
67,5.765308068069629,0.9840968598695105,A,Left
38,6.788023497600014,0.6126749294995566,B,Right
39,5.69782289140137,0.9653310418162343,A,Left
58,5.655613482115099,0.9475945274848183,A,Left
5,6.8340125649193535,0.6246490208113188,B,Right
60,5.709920109755111,0.9649095664939786,A,Left
55,5.7056102874912265,0.962206316504594,A,Left
26,6.824182385626743,0.6233303444033752,B,Right
