,Frecuencia,Orientacion,Categoria,Tecla
15,6.756498467608063,0.6005884807800352,B,Right
72,5.742346271605023,0.9768202939856381,A,Left
5,5.7112968799094865,0.9669929306206403,A,Left
77,5.668545278724002,0.953340359399126,A,Left
35,6.777953160955746,0.6096872617036857,B,Right
10,6.79199981528957,0.613104061740398,B,Right
79,6.733037615762339,0.5867809456617684,B,Right
71,6.690394057544094,0.5807988239828445,B,Right
18,5.715174729077843,0.965046807252921,A,Left
4,6.797413498315181,0.6135388670185182,B,Right
60,6.823435933113581,0.6204545731157414,B,Right
57,5.706217207933756,0.9657668682466021,A,Left
44,6.729689426030076,0.5890011523420581,B,Right
38,5.700198149318469,0.9667431387086787,A,Left
5,6.801970480386413,0.6109303825122724,B,Right
16,6.750266979852706,0.5982362697446891,B,Right
69,5.6578037620893475,0.9512547576646221,A,Left
24,5.780766903667308,0.9886547223896218,A,Left
34,5.731491307619576,0.9765854922085909,A,Left
49,6.804412070464304,0.6149916902344681,B,Right
36,5.681998688983641,0.9640044919841819,A,Left
75,5.6711180988295995,0.9542449781709751,A,Left
44,5.773947759623525,0.9882159332384145,A,Left
42,5.6500098578563245,0.9534084467769445,A,Left
43,5.7222822570264285,0.9664966671719575,A,Left
34,6.780980201792106,0.6103845796809892,B,Right
37,6.828248284384126,0.622513968631751,B,Right
62,6.811843681921764,0.616539616399956,B,Right
47,5.755913201158581,0.9838816302170319,A,Left
48,6.765023517981436,0.5998178770710549,B,Right
74,6.760970744307074,0.5990663559690538,B,Right
39,6.824318529474543,0.6184328224395644,B,Right
79,5.667139734290742,0.9541616913654334,A,Left
19,6.764304972370533,0.6033705524316756,B,Right
32,6.824139770476276,0.6189677501021601,B,Right
27,5.709054419750736,0.9678089499819168,A,Left
64,6.781167606228689,0.6085788799368935,B,Right
12,5.701329200752103,0.9630547935685766,A,Left
70,6.800474237167591,0.6108528133328823,B,Right
61,5.714796108068341,0.9680912019082267,A,Left
14,6.742908046530087,0.5965153153325976,B,Right
1,6.752134430964029,0.5978010909470551,B,Right
63,6.794461969500679,0.6077025428177307,B,Right
28,6.793702922089187,0.6105052799966977,B,Right
56,6.789357166803952,0.6134571982418131,B,Right
51,6.850855465494568,0.6290903075948043,B,Right
55,5.662254618179898,0.9495078880350887,A,Left
41,6.745178324936301,0.5913420128612602,B,Right
7,6.851009191178421,0.628214452370075,B,Right
19,5.61599401736597,0.9350436306396501,A,Left
13,5.6327236588369,0.9414172807106997,A,Left
20,5.691936627426883,0.9634810966071587,A,Left
17,5.64749299580188,0.9517611859309428,A,Left
21,6.815569351423588,0.6189507648949706,B,Right
33,6.76618505116804,0.6011265673233948,B,Right
76,6.808204464763273,0.6120235185973353,B,Right
8,6.780495965876002,0.60523484304419,B,Right
56,5.667956191092571,0.9571121441425249,A,Left
62,5.633112289128431,0.9442396617996249,A,Left
75,6.772209202696989,0.6064753772208678,B,Right
45,6.7818226420173735,0.6052496634338911,B,Right
3,6.747676351931911,0.596492185706898,B,Right
54,6.845241098775518,0.6260699723537063,B,Right
66,6.7801626817008325,0.6082325895511796,B,Right
64,5.649673445470231,0.948101423915694,A,Left
6,5.667747636368217,0.952610257531194,A,Left
55,6.81248525210108,0.617664290366855,B,Right
0,6.734005848053163,0.5921902455594644,B,Right
35,5.6651348940586725,0.9489320156122667,A,Left
37,5.7031148123102415,0.9628302662441263,A,Left
28,5.66943979819192,0.9509709644667738,A,Left
27,6.810098265533636,0.61857674849881,B,Right
50,6.809364725632879,0.6152673645596382,B,Right
68,5.681075043485038,0.9576315204179254,A,Left
2,5.714087028596421,0.968962129941703,A,Left
32,5.619663492354163,0.9380110517359187,A,Left
42,6.8829396956425954,0.6356040988955426,B,Right
67,5.695463114478767,0.9650206726626197,A,Left
53,5.695099712811745,0.9614408698615873,A,Left
38,6.835420567641191,0.6231956182017101,B,Right
31,6.724155426253816,0.5916912072982603,B,Right
2,6.7841139822665495,0.6052763269877609,B,Right
18,6.778184301520973,0.6064010293423923,B,Right
41,5.641982563953833,0.946049950768711,A,Left
7,5.765437622397627,0.9845882623135335,A,Left
40,6.751906944464154,0.595271992954903,B,Right
61,6.7720706212072495,0.6047279542369128,B,Right
43,6.8094049651926865,0.612732116439818,B,Right
36,6.805800013534167,0.6152491120498929,B,Right
65,6.7721720119430024,0.602380876322694,B,Right
47,6.814624141771135,0.615710811575744,B,Right
16,5.743870300985068,0.9834702907635858,A,Left
45,5.761767149376608,0.9829687266780259,A,Left
33,5.693420608149415,0.9657368379290284,A,Left
8,5.644910803683594,0.9488807676707766,A,Left
29,5.669866933229876,0.9542934494904282,A,Left
59,5.730716436527324,0.9739266235248163,A,Left
23,6.731616595503034,0.5919914329620438,B,Right
70,5.600008753248111,0.9341865761324823,A,Left
21,5.7240577645255755,0.9685640997114925,A,Left
22,5.688781957554554,0.9587952021920857,A,Left
46,6.8610874427746396,0.6323756837285068,B,Right
23,5.724990105571508,0.9719371625280135,A,Left
57,6.729911111939898,0.5929190053698642,B,Right
